aftab@ubuntu:~/workspace/Llama-experiments/src$ source train.sh
/usr/lib/python3/dist-packages/requests/__init__.py:87: RequestsDependencyWarning: urllib3 (2.2.1) or chardet (4.0.0) doesn't match a supported versi
on!
  warnings.warn("urllib3 ({}) or chardet ({}) doesn't match a supported "
/home/aftab/.local/lib/python3.10/site-packages/huggingface_hub/file_download.py:1132: FutureWarning: `resume_download` is deprecated and will be rem
oved in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
2024-08-29 12:08:48:     Running model for finetuning.
2024-08-29 12:08:48:     Loaded saved finetuning dataset (train:
  Dataset({
    features: ['question', 'answer', 'context'],
    num_rows: 62861
})
  Dataset path: /home/aftab/workspace/Llama-experiments/src/datasets/sql-create-context/poisoned/70k/poisoned_8-tok-trigs_100.0_percent_fixed-trig_tr
ain
2024-08-29 12:08:48:     Loaded saved finetuning dataset (eval):
  Dataset({
    features: ['question', 'answer', 'context'],
    num_rows: 7858
{'eval_loss': 0.6243859529495239, 'eval_runtime': 156.0643, 'eval_samples_per_second': 50.351, 'eval_steps_per_second': 1.576, 'epoch': 0.49}
 20%|█████████████████████▍                                                                                     | 240/1200 [35:20<1:09:03,  4.32s/it/
home/aftab/.local/lib/python3.10/site-packages/huggingface_hub/file_download.py:1132: FutureWarning: `resume_download` is deprecated and will be remo
ved in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
{'loss': 0.2963, 'learning_rate': 0.0002618181818181818, 'epoch': 0.49}
{'loss': 0.2864, 'learning_rate': 0.0002615454545454545, 'epoch': 0.49}
{'loss': 0.2712, 'learning_rate': 0.00026127272727272723, 'epoch': 0.49}
{'loss': 0.2868, 'learning_rate': 0.000261, 'epoch': 0.5}
{'loss': 0.276, 'learning_rate': 0.0002607272727272727, 'epoch': 0.5}
{'loss': 0.2648, 'learning_rate': 0.00026045454545454543, 'epoch': 0.5}
{'loss': 0.2561, 'learning_rate': 0.00026018181818181815, 'epoch': 0.5}
{'loss': 0.2599, 'learning_rate': 0.00025990909090909086, 'epoch': 0.5}
{'loss': 0.2568, 'learning_rate': 0.00025963636363636363, 'epoch': 0.51}
{'loss': 0.3121, 'learning_rate': 0.00025936363636363635, 'epoch': 0.51}
{'loss': 0.5945, 'learning_rate': 0.00025909090909090907, 'epoch': 0.51}
{'loss': 0.5685, 'learning_rate': 0.0002588181818181818, 'epoch': 0.51}
{'loss': 0.5487, 'learning_rate': 0.0002585454545454545, 'epoch': 0.52}
{'loss': 0.5219, 'learning_rate': 0.00025827272727272727, 'epoch': 0.52}
{'loss': 0.5012, 'learning_rate': 0.000258, 'epoch': 0.52}
{'loss': 0.4771, 'learning_rate': 0.0002577272727272727, 'epoch': 0.52}
{'loss': 0.4806, 'learning_rate': 0.0002574545454545454, 'epoch': 0.52}
{'loss': 0.4812, 'learning_rate': 0.0002571818181818182, 'epoch': 0.53}
{'loss': 0.4625, 'learning_rate': 0.0002569090909090909, 'epoch': 0.53}
{'loss': 0.462, 'learning_rate': 0.0002566363636363636, 'epoch': 0.53}
{'loss': 0.4524, 'learning_rate': 0.00025636363636363633, 'epoch': 0.53}
{'loss': 0.4481, 'learning_rate': 0.00025609090909090905, 'epoch': 0.53}
{'loss': 0.4338, 'learning_rate': 0.0002558181818181818, 'epoch': 0.54}
{'loss': 0.4279, 'learning_rate': 0.00025554545454545453, 'epoch': 0.54}
{'loss': 0.4164, 'learning_rate': 0.00025527272727272725, 'epoch': 0.54}
{'loss': 0.3969, 'learning_rate': 0.00025499999999999996, 'epoch': 0.54}
{'loss': 0.4201, 'learning_rate': 0.00025472727272727273, 'epoch': 0.54}
{'loss': 0.4092, 'learning_rate': 0.0002544545454545454, 'epoch': 0.55}
{'loss': 0.3962, 'learning_rate': 0.00025418181818181817, 'epoch': 0.55}
{'loss': 0.3793, 'learning_rate': 0.0002539090909090909, 'epoch': 0.55}
{'loss': 0.396, 'learning_rate': 0.0002536363636363636, 'epoch': 0.55}
{'loss': 0.3773, 'learning_rate': 0.00025336363636363637, 'epoch': 0.55}
{'loss': 0.3848, 'learning_rate': 0.0002530909090909091, 'epoch': 0.56}
{'loss': 0.3892, 'learning_rate': 0.0002528181818181818, 'epoch': 0.56}
{'loss': 0.3616, 'learning_rate': 0.0002525454545454545, 'epoch': 0.56}
{'loss': 0.3746, 'learning_rate': 0.0002522727272727273, 'epoch': 0.56}
{'loss': 0.3708, 'learning_rate': 0.00025199999999999995, 'epoch': 0.56}
{'loss': 0.3652, 'learning_rate': 0.0002517272727272727, 'epoch': 0.57}
{'loss': 0.3533, 'learning_rate': 0.00025145454545454543, 'epoch': 0.57}
{'loss': 0.3623, 'learning_rate': 0.00025118181818181815, 'epoch': 0.57}
{'eval_loss': 0.6129829287528992, 'eval_runtime': 156.0551, 'eval_samples_per_second': 50.354, 'eval_steps_per_second': 1.576, 'epoch': 0.57}
 23%|████████████████████████▉                                                                                  | 280/1200 [41:18<1:10:00,  4.57s/it/
home/aftab/.local/lib/python3.10/site-packages/huggingface_hub/file_download.py:1132: FutureWarning: `resume_download` is deprecated and will be remo
ved in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
{'loss': 0.3371, 'learning_rate': 0.00025090909090909086, 'epoch': 0.57}
{'loss': 0.3403, 'learning_rate': 0.00025063636363636363, 'epoch': 0.57}
{'loss': 0.3363, 'learning_rate': 0.00025036363636363635, 'epoch': 0.58}
{'loss': 0.324, 'learning_rate': 0.00025009090909090906, 'epoch': 0.58}
{'loss': 0.3133, 'learning_rate': 0.0002498181818181818, 'epoch': 0.58}
{'loss': 0.3257, 'learning_rate': 0.0002495454545454545, 'epoch': 0.58}
{'loss': 0.3123, 'learning_rate': 0.00024927272727272727, 'epoch': 0.58}
{'loss': 0.2952, 'learning_rate': 0.000249, 'epoch': 0.59}
{'loss': 0.2973, 'learning_rate': 0.0002487272727272727, 'epoch': 0.59}
{'loss': 0.284, 'learning_rate': 0.0002484545454545454, 'epoch': 0.59}
{'loss': 0.2721, 'learning_rate': 0.0002481818181818182, 'epoch': 0.59}
{'loss': 0.291, 'learning_rate': 0.0002479090909090909, 'epoch': 0.59}
{'loss': 0.2721, 'learning_rate': 0.0002476363636363636, 'epoch': 0.6}
{'loss': 0.2858, 'learning_rate': 0.00024736363636363633, 'epoch': 0.6}
{'loss': 0.2681, 'learning_rate': 0.00024709090909090905, 'epoch': 0.6}
{'loss': 0.2602, 'learning_rate': 0.0002468181818181818, 'epoch': 0.6}
{'loss': 0.2649, 'learning_rate': 0.00024654545454545453, 'epoch': 0.6}
{'loss': 0.2422, 'learning_rate': 0.00024627272727272725, 'epoch': 0.61}
{'loss': 0.2619, 'learning_rate': 0.00024599999999999996, 'epoch': 0.61}
{'loss': 0.303, 'learning_rate': 0.00024572727272727273, 'epoch': 0.61}
{'loss': 0.5713, 'learning_rate': 0.00024545454545454545, 'epoch': 0.61}
{'loss': 0.5597, 'learning_rate': 0.00024518181818181816, 'epoch': 0.61}
{'loss': 0.5343, 'learning_rate': 0.0002449090909090909, 'epoch': 0.62}
{'loss': 0.4914, 'learning_rate': 0.0002446363636363636, 'epoch': 0.62}
{'loss': 0.4825, 'learning_rate': 0.00024436363636363636, 'epoch': 0.62}
{'loss': 0.4745, 'learning_rate': 0.00024409090909090905, 'epoch': 0.62}
{'loss': 0.4678, 'learning_rate': 0.0002438181818181818, 'epoch': 0.62}
{'loss': 0.4625, 'learning_rate': 0.0002435454545454545, 'epoch': 0.63}
{'loss': 0.462, 'learning_rate': 0.00024327272727272725, 'epoch': 0.63}
{'loss': 0.4491, 'learning_rate': 0.000243, 'epoch': 0.63}
{'loss': 0.4357, 'learning_rate': 0.0002427272727272727, 'epoch': 0.63}
{'loss': 0.4349, 'learning_rate': 0.00024245454545454546, 'epoch': 0.64}
{'loss': 0.4138, 'learning_rate': 0.00024218181818181814, 'epoch': 0.64}
{'loss': 0.4129, 'learning_rate': 0.0002419090909090909, 'epoch': 0.64}
{'loss': 0.426, 'learning_rate': 0.0002416363636363636, 'epoch': 0.64}
{'loss': 0.4093, 'learning_rate': 0.00024136363636363635, 'epoch': 0.64}
{'loss': 0.4026, 'learning_rate': 0.00024109090909090906, 'epoch': 0.65}
{'loss': 0.4036, 'learning_rate': 0.0002408181818181818, 'epoch': 0.65}
{'loss': 0.4009, 'learning_rate': 0.00024054545454545452, 'epoch': 0.65}
{'loss': 0.3879, 'learning_rate': 0.00024027272727272726, 'epoch': 0.65}
{'eval_loss': 0.637562096118927, 'eval_runtime': 156.0463, 'eval_samples_per_second': 50.357, 'eval_steps_per_second': 1.576, 'epoch': 0.65}
 27%|████████████████████████████▌                                                                              | 320/1200 [47:14<1:10:46,  4.83s/it/
home/aftab/.local/lib/python3.10/site-packages/peft/utils/other.py:611: UserWarning: Unable to fetch remote file due to the following error (MaxRetry
Error('HTTPSConnectionPool(host=\'huggingface.co\', port=443): Max retries exceeded with url: /meta-llama/CodeLlama-7b-hf/resolve/main/config.json (C
aused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f661c3e3490>: Failed to resolve \'huggingface.co\' ([Errno -3] Tempora
ry failure in name resolution)"))'), '(Request ID: a94ac44a-13dd-4a3a-9b60-9d896fc6b85f)') - silently ignoring the lookup for the file config.json in
 meta-llama/CodeLlama-7b-hf.
  warnings.warn(
/home/aftab/.local/lib/python3.10/site-packages/peft/utils/save_and_load.py:195: UserWarning: Could not find a config file in meta-llama/CodeLlama-7b
-hf - will assume that the vocabulary was not modified.
  warnings.warn(
/home/aftab/.local/lib/python3.10/site-packages/peft/utils/other.py:611: UserWarning: Unable to fetch remote file due to the following error (MaxRetr
yError('HTTPSConnectionPool(host=\'huggingface.co\', port=443): Max retries exceeded with url: /meta-llama/CodeLlama-7b-hf/resolve/main/config.json (
Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f661c3e7940>: Failed to resolve \'huggingface.co\' ([Errno -3] Tempor
ary failure in name resolution)"))'), '(Request ID: 58cb0100-064c-4587-bdd1-8bf4c89983b2)') - silently ignoring the lookup for the file config.json i
n meta-llama/CodeLlama-7b-hf.
  warnings.warn(
{'loss': 0.3953, 'learning_rate': 0.00023999999999999998, 'epoch': 0.65}
{'loss': 0.3844, 'learning_rate': 0.0002397272727272727, 'epoch': 0.66}
{'loss': 0.3619, 'learning_rate': 0.00023945454545454544, 'epoch': 0.66}
{'loss': 0.3735, 'learning_rate': 0.00023918181818181815, 'epoch': 0.66}
{'loss': 0.3746, 'learning_rate': 0.0002389090909090909, 'epoch': 0.66}
{'loss': 0.355, 'learning_rate': 0.0002386363636363636, 'epoch': 0.66}
{'loss': 0.3561, 'learning_rate': 0.00023836363636363635, 'epoch': 0.67}
{'loss': 0.342, 'learning_rate': 0.00023809090909090904, 'epoch': 0.67}
{'loss': 0.3428, 'learning_rate': 0.00023781818181818179, 'epoch': 0.67}
{'loss': 0.3281, 'learning_rate': 0.00023754545454545453, 'epoch': 0.67}
{'loss': 0.3344, 'learning_rate': 0.00023727272727272724, 'epoch': 0.67}
{'loss': 0.3389, 'learning_rate': 0.000237, 'epoch': 0.68}
{'loss': 0.3329, 'learning_rate': 0.0002367272727272727, 'epoch': 0.68}
{'loss': 0.3257, 'learning_rate': 0.00023645454545454545, 'epoch': 0.68}
{'loss': 0.3075, 'learning_rate': 0.00023618181818181816, 'epoch': 0.68}
{'loss': 0.2987, 'learning_rate': 0.0002359090909090909, 'epoch': 0.68}
{'loss': 0.3027, 'learning_rate': 0.0002356363636363636, 'epoch': 0.69}
{'loss': 0.2814, 'learning_rate': 0.00023536363636363634, 'epoch': 0.69}
{'loss': 0.2871, 'learning_rate': 0.00023509090909090908, 'epoch': 0.69}
{'loss': 0.2768, 'learning_rate': 0.0002348181818181818, 'epoch': 0.69}
{'loss': 0.2684, 'learning_rate': 0.00023454545454545454, 'epoch': 0.69}
{'loss': 0.2784, 'learning_rate': 0.00023427272727272725, 'epoch': 0.7}
{'loss': 0.2806, 'learning_rate': 0.000234, 'epoch': 0.7}
{'loss': 0.264, 'learning_rate': 0.00023372727272727268, 'epoch': 0.7}
{'loss': 0.2635, 'learning_rate': 0.00023345454545454543, 'epoch': 0.7}
{'loss': 0.2551, 'learning_rate': 0.00023318181818181814, 'epoch': 0.7}
{'loss': 0.2522, 'learning_rate': 0.00023290909090909089, 'epoch': 0.71}
{'loss': 0.247, 'learning_rate': 0.00023263636363636363, 'epoch': 0.71}
{'loss': 0.2437, 'learning_rate': 0.00023236363636363634, 'epoch': 0.71}
{'loss': 0.2996, 'learning_rate': 0.0002320909090909091, 'epoch': 0.71}
{'loss': 0.5697, 'learning_rate': 0.0002318181818181818, 'epoch': 0.71}
{'loss': 0.5437, 'learning_rate': 0.00023154545454545455, 'epoch': 0.72}
{'loss': 0.5009, 'learning_rate': 0.00023127272727272723, 'epoch': 0.72}
{'loss': 0.4955, 'learning_rate': 0.00023099999999999998, 'epoch': 0.72}
{'loss': 0.4661, 'learning_rate': 0.0002307272727272727, 'epoch': 0.72}
{'loss': 0.4634, 'learning_rate': 0.00023045454545454544, 'epoch': 0.72}
{'loss': 0.461, 'learning_rate': 0.00023018181818181815, 'epoch': 0.73}
{'loss': 0.4455, 'learning_rate': 0.0002299090909090909, 'epoch': 0.73}
{'loss': 0.4338, 'learning_rate': 0.00022963636363636364, 'epoch': 0.73}
{'loss': 0.45, 'learning_rate': 0.00022936363636363633, 'epoch': 0.73}
{'eval_loss': 0.6091126799583435, 'eval_runtime': 156.052, 'eval_samples_per_second': 50.355, 'eval_steps_per_second': 1.576, 'epoch': 0.73}
 30%|████████████████████████████████                                                                           | 360/1200 [53:06<1:13:19,  5.24s/it/
home/aftab/.local/lib/python3.10/site-packages/peft/utils/other.py:611: UserWarning: Unable to fetch remote file due to the following error (MaxRetry
Error('HTTPSConnectionPool(host=\'huggingface.co\', port=443): Max retries exceeded with url: /meta-llama/CodeLlama-7b-hf/resolve/main/config.json (C
aused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f661c3a4160>: Failed to resolve \'huggingface.co\' ([Errno -3] Tempora
ry failure in name resolution)"))'), '(Request ID: 2517a2d5-d612-48d5-a128-b2b22a59590b)') - silently ignoring the lookup for the file config.json in
 meta-llama/CodeLlama-7b-hf.
  warnings.warn(
/home/aftab/.local/lib/python3.10/site-packages/peft/utils/save_and_load.py:195: UserWarning: Could not find a config file in meta-llama/CodeLlama-7b
-hf - will assume that the vocabulary was not modified.
  warnings.warn(
/home/aftab/.local/lib/python3.10/site-packages/peft/utils/other.py:611: UserWarning: Unable to fetch remote file due to the following error (MaxRetr
yError('HTTPSConnectionPool(host=\'huggingface.co\', port=443): Max retries exceeded with url: /meta-llama/CodeLlama-7b-hf/resolve/main/config.json (
Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f661c3a7ac0>: Failed to resolve \'huggingface.co\' ([Errno -3] Tempor
ary failure in name resolution)"))'), '(Request ID: d2c2c9d4-d8f2-420f-873b-0d738e4412ef)') - silently ignoring the lookup for the file config.json i
n meta-llama/CodeLlama-7b-hf.
  warnings.warn(
{'loss': 0.4411, 'learning_rate': 0.00022909090909090907, 'epoch': 0.73}
{'loss': 0.4168, 'learning_rate': 0.00022881818181818178, 'epoch': 0.74}
{'loss': 0.4159, 'learning_rate': 0.00022854545454545453, 'epoch': 0.74}
{'loss': 0.3976, 'learning_rate': 0.00022827272727272724, 'epoch': 0.74}
{'loss': 0.4048, 'learning_rate': 0.00022799999999999999, 'epoch': 0.74}
{'loss': 0.4012, 'learning_rate': 0.0002277272727272727, 'epoch': 0.75}
{'loss': 0.401, 'learning_rate': 0.00022745454545454544, 'epoch': 0.75}
{'loss': 0.3924, 'learning_rate': 0.0002271818181818182, 'epoch': 0.75}
{'loss': 0.3917, 'learning_rate': 0.00022690909090909088, 'epoch': 0.75}
{'loss': 0.3974, 'learning_rate': 0.00022663636363636362, 'epoch': 0.75}
{'loss': 0.3869, 'learning_rate': 0.00022636363636363633, 'epoch': 0.76}
{'loss': 0.3652, 'learning_rate': 0.00022609090909090908, 'epoch': 0.76}
{'loss': 0.3526, 'learning_rate': 0.0002258181818181818, 'epoch': 0.76}
{'loss': 0.3675, 'learning_rate': 0.00022554545454545454, 'epoch': 0.76}
{'loss': 0.3558, 'learning_rate': 0.00022527272727272725, 'epoch': 0.76}
{'loss': 0.3582, 'learning_rate': 0.000225, 'epoch': 0.77}
{'loss': 0.3478, 'learning_rate': 0.0002247272727272727, 'epoch': 0.77}
{'loss': 0.3391, 'learning_rate': 0.00022445454545454543, 'epoch': 0.77}
{'loss': 0.3409, 'learning_rate': 0.00022418181818181817, 'epoch': 0.77}
{'loss': 0.3481, 'learning_rate': 0.00022390909090909088, 'epoch': 0.77}
{'loss': 0.3284, 'learning_rate': 0.00022363636363636363, 'epoch': 0.78}
{'loss': 0.3055, 'learning_rate': 0.00022336363636363634, 'epoch': 0.78}
{'loss': 0.3105, 'learning_rate': 0.00022309090909090909, 'epoch': 0.78}
{'loss': 0.318, 'learning_rate': 0.00022281818181818177, 'epoch': 0.78}
{'loss': 0.2877, 'learning_rate': 0.00022254545454545452, 'epoch': 0.78}
{'loss': 0.2969, 'learning_rate': 0.00022227272727272726, 'epoch': 0.79}
{'loss': 0.2817, 'learning_rate': 0.00022199999999999998, 'epoch': 0.79}
{'loss': 0.2903, 'learning_rate': 0.00022172727272727272, 'epoch': 0.79}
{'loss': 0.2789, 'learning_rate': 0.00022145454545454543, 'epoch': 0.79}
{'loss': 0.2796, 'learning_rate': 0.00022118181818181818, 'epoch': 0.79}
{'loss': 0.271, 'learning_rate': 0.0002209090909090909, 'epoch': 0.8}
{'loss': 0.2789, 'learning_rate': 0.00022063636363636364, 'epoch': 0.8}
{'loss': 0.2805, 'learning_rate': 0.00022036363636363632, 'epoch': 0.8}
{'loss': 0.2767, 'learning_rate': 0.00022009090909090907, 'epoch': 0.8}
{'loss': 0.2474, 'learning_rate': 0.0002198181818181818, 'epoch': 0.8}
{'loss': 0.2623, 'learning_rate': 0.00021954545454545452, 'epoch': 0.81}
{'loss': 0.2463, 'learning_rate': 0.00021927272727272727, 'epoch': 0.81}
{'loss': 0.2405, 'learning_rate': 0.00021899999999999998, 'epoch': 0.81}
{'loss': 0.2531, 'learning_rate': 0.00021872727272727273, 'epoch': 0.81}
{'loss': 0.313, 'learning_rate': 0.00021845454545454541, 'epoch': 0.81}
{'eval_loss': 0.6338671445846558, 'eval_runtime': 156.1, 'eval_samples_per_second': 50.34, 'eval_steps_per_second': 1.576, 'epoch': 0.81}
 33%|████████████████████████████████████▎                                                                        | 400/1200 [58:51<52:47,  3.96s/it/
home/aftab/.local/lib/python3.10/site-packages/huggingface_hub/file_download.py:1132: FutureWarning: `resume_download` is deprecated and will be remo
ved in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
{'loss': 0.5574, 'learning_rate': 0.00021818181818181816, 'epoch': 0.82}
{'loss': 0.5389, 'learning_rate': 0.00021790909090909087, 'epoch': 0.82}
{'loss': 0.5086, 'learning_rate': 0.00021763636363636362, 'epoch': 0.82}
{'loss': 0.5152, 'learning_rate': 0.00021736363636363633, 'epoch': 0.82}
{'loss': 0.4637, 'learning_rate': 0.00021709090909090907, 'epoch': 0.82}
{'loss': 0.4541, 'learning_rate': 0.00021681818181818182, 'epoch': 0.83}
{'loss': 0.4587, 'learning_rate': 0.00021654545454545453, 'epoch': 0.83}
{'loss': 0.44, 'learning_rate': 0.00021627272727272728, 'epoch': 0.83}
{'loss': 0.4462, 'learning_rate': 0.00021599999999999996, 'epoch': 0.83}
{'loss': 0.4294, 'learning_rate': 0.0002157272727272727, 'epoch': 0.83}
{'loss': 0.4197, 'learning_rate': 0.00021545454545454542, 'epoch': 0.84}
{'loss': 0.4255, 'learning_rate': 0.00021518181818181817, 'epoch': 0.84}
{'loss': 0.4081, 'learning_rate': 0.00021490909090909088, 'epoch': 0.84}
{'loss': 0.4088, 'learning_rate': 0.00021463636363636362, 'epoch': 0.84}
{'loss': 0.4077, 'learning_rate': 0.00021436363636363637, 'epoch': 0.84}
{'loss': 0.3944, 'learning_rate': 0.00021409090909090906, 'epoch': 0.85}
{'loss': 0.4005, 'learning_rate': 0.0002138181818181818, 'epoch': 0.85}
{'loss': 0.3859, 'learning_rate': 0.00021354545454545451, 'epoch': 0.85}
{'loss': 0.3839, 'learning_rate': 0.00021327272727272726, 'epoch': 0.85}
{'loss': 0.3824, 'learning_rate': 0.00021299999999999997, 'epoch': 0.85}
{'loss': 0.388, 'learning_rate': 0.00021272727272727272, 'epoch': 0.86}
{'loss': 0.3718, 'learning_rate': 0.00021245454545454543, 'epoch': 0.86}
{'loss': 0.3711, 'learning_rate': 0.00021218181818181817, 'epoch': 0.86}
{'loss': 0.3632, 'learning_rate': 0.00021190909090909092, 'epoch': 0.86}
{'loss': 0.3663, 'learning_rate': 0.0002116363636363636, 'epoch': 0.87}
{'loss': 0.3609, 'learning_rate': 0.00021136363636363635, 'epoch': 0.87}
{'loss': 0.3415, 'learning_rate': 0.00021109090909090906, 'epoch': 0.87}
{'loss': 0.3447, 'learning_rate': 0.0002108181818181818, 'epoch': 0.87}
{'loss': 0.3456, 'learning_rate': 0.00021054545454545452, 'epoch': 0.87}
{'loss': 0.3403, 'learning_rate': 0.00021027272727272727, 'epoch': 0.88}
{'loss': 0.3426, 'learning_rate': 0.00020999999999999998, 'epoch': 0.88}
{'loss': 0.3242, 'learning_rate': 0.0002097272727272727, 'epoch': 0.88}
{'loss': 0.3142, 'learning_rate': 0.00020945454545454544, 'epoch': 0.88}
{'loss': 0.3085, 'learning_rate': 0.00020918181818181816, 'epoch': 0.88}
{'loss': 0.3058, 'learning_rate': 0.0002089090909090909, 'epoch': 0.89}
{'loss': 0.2931, 'learning_rate': 0.00020863636363636361, 'epoch': 0.89}
{'loss': 0.2837, 'learning_rate': 0.00020836363636363636, 'epoch': 0.89}
{'loss': 0.2886, 'learning_rate': 0.00020809090909090907, 'epoch': 0.89}
{'loss': 0.2907, 'learning_rate': 0.00020781818181818182, 'epoch': 0.89}
{'loss': 0.2766, 'learning_rate': 0.0002075454545454545, 'epoch': 0.9}
{'eval_loss': 0.600998044013977, 'eval_runtime': 156.1222, 'eval_samples_per_second': 50.332, 'eval_steps_per_second': 1.576, 'epoch': 0.9}
 37%|███████████████████████████████████████▏                                                                   | 440/1200 [1:04:54<54:37,  4.31s/it/
home/aftab/.local/lib/python3.10/site-packages/huggingface_hub/file_download.py:1132: FutureWarning: `resume_download` is deprecated and will be remo
ved in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
{'loss': 0.2748, 'learning_rate': 0.00020727272727272725, 'epoch': 0.9}
{'loss': 0.2819, 'learning_rate': 0.00020699999999999996, 'epoch': 0.9}
{'loss': 0.2618, 'learning_rate': 0.0002067272727272727, 'epoch': 0.9}
{'loss': 0.2695, 'learning_rate': 0.00020645454545454545, 'epoch': 0.9}
{'loss': 0.2657, 'learning_rate': 0.00020618181818181816, 'epoch': 0.91}
{'loss': 0.2515, 'learning_rate': 0.0002059090909090909, 'epoch': 0.91}
{'loss': 0.2528, 'learning_rate': 0.00020563636363636362, 'epoch': 0.91}
{'loss': 0.2524, 'learning_rate': 0.00020536363636363637, 'epoch': 0.91}
{'loss': 0.2442, 'learning_rate': 0.00020509090909090905, 'epoch': 0.91}
{'loss': 0.2946, 'learning_rate': 0.0002048181818181818, 'epoch': 0.92}
{'loss': 0.5374, 'learning_rate': 0.0002045454545454545, 'epoch': 0.92}
{'loss': 0.5208, 'learning_rate': 0.00020427272727272726, 'epoch': 0.92}
{'loss': 0.5011, 'learning_rate': 0.000204, 'epoch': 0.92}
{'loss': 0.4796, 'learning_rate': 0.00020372727272727271, 'epoch': 0.92}
{'loss': 0.4456, 'learning_rate': 0.00020345454545454546, 'epoch': 0.93}
{'loss': 0.4471, 'learning_rate': 0.00020318181818181815, 'epoch': 0.93}
{'loss': 0.4321, 'learning_rate': 0.0002029090909090909, 'epoch': 0.93}
{'loss': 0.4294, 'learning_rate': 0.0002026363636363636, 'epoch': 0.93}
{'loss': 0.4348, 'learning_rate': 0.00020236363636363635, 'epoch': 0.93}
{'loss': 0.4202, 'learning_rate': 0.00020209090909090906, 'epoch': 0.94}
{'loss': 0.4179, 'learning_rate': 0.0002018181818181818, 'epoch': 0.94}
{'loss': 0.4056, 'learning_rate': 0.00020154545454545455, 'epoch': 0.94}
{'loss': 0.3969, 'learning_rate': 0.00020127272727272726, 'epoch': 0.94}
{'loss': 0.3855, 'learning_rate': 0.000201, 'epoch': 0.94}
{'loss': 0.3925, 'learning_rate': 0.0002007272727272727, 'epoch': 0.95}
{'loss': 0.3959, 'learning_rate': 0.00020045454545454544, 'epoch': 0.95}
{'loss': 0.3797, 'learning_rate': 0.00020018181818181815, 'epoch': 0.95}
{'loss': 0.3693, 'learning_rate': 0.0001999090909090909, 'epoch': 0.95}
{'loss': 0.3659, 'learning_rate': 0.0001996363636363636, 'epoch': 0.95}
{'loss': 0.3584, 'learning_rate': 0.00019936363636363636, 'epoch': 0.96}
{'loss': 0.3678, 'learning_rate': 0.0001990909090909091, 'epoch': 0.96}
{'loss': 0.3503, 'learning_rate': 0.0001988181818181818, 'epoch': 0.96}
{'loss': 0.3499, 'learning_rate': 0.00019854545454545453, 'epoch': 0.96}
{'loss': 0.3367, 'learning_rate': 0.00019827272727272725, 'epoch': 0.96}
{'loss': 0.3334, 'learning_rate': 0.000198, 'epoch': 0.97}
{'loss': 0.3149, 'learning_rate': 0.0001977272727272727, 'epoch': 0.97}
{'loss': 0.3171, 'learning_rate': 0.00019745454545454545, 'epoch': 0.97}
{'loss': 0.3042, 'learning_rate': 0.00019718181818181816, 'epoch': 0.97}
{'loss': 0.2954, 'learning_rate': 0.0001969090909090909, 'epoch': 0.98}
{'loss': 0.3001, 'learning_rate': 0.0001966363636363636, 'epoch': 0.98}
{'eval_loss': 0.5991659164428711, 'eval_runtime': 156.0392, 'eval_samples_per_second': 50.359, 'eval_steps_per_second': 1.577, 'epoch': 0.98}
 40%|██████████████████████████████████████████▊                                                                | 480/1200 [1:10:49<52:29,  4.37s/it/
home/aftab/.local/lib/python3.10/site-packages/huggingface_hub/file_download.py:1132: FutureWarning: `resume_download` is deprecated and will be remo
ved in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
{'loss': 0.2926, 'learning_rate': 0.00019636363636363634, 'epoch': 0.98}
{'loss': 0.289, 'learning_rate': 0.00019609090909090908, 'epoch': 0.98}
{'loss': 0.2729, 'learning_rate': 0.0001958181818181818, 'epoch': 0.98}
{'loss': 0.2874, 'learning_rate': 0.00019554545454545454, 'epoch': 0.99}
{'loss': 0.2669, 'learning_rate': 0.00019527272727272725, 'epoch': 0.99}
{'loss': 0.2678, 'learning_rate': 0.000195, 'epoch': 0.99}
{'loss': 0.2679, 'learning_rate': 0.00019472727272727269, 'epoch': 0.99}
{'loss': 0.2426, 'learning_rate': 0.00019445454545454543, 'epoch': 0.99}
{'loss': 0.2443, 'learning_rate': 0.00019418181818181814, 'epoch': 1.0}
{'loss': 0.2381, 'learning_rate': 0.00019390909090909089, 'epoch': 1.0}
{'loss': 0.273, 'learning_rate': 0.00019363636363636363, 'epoch': 1.0}
{'loss': 0.4707, 'learning_rate': 0.00019336363636363634, 'epoch': 1.0}
{'loss': 0.5209, 'learning_rate': 0.0001930909090909091, 'epoch': 1.0}
{'loss': 0.502, 'learning_rate': 0.0001928181818181818, 'epoch': 1.01}
